locus_tag	ftype	gene	EC_number	product
ALJHJBEP_04774	CDS			hypothetical protein
ALJHJBEP_04775	CDS			hypothetical protein
ALJHJBEP_04776	CDS			hypothetical protein
ALJHJBEP_04777	CDS			hypothetical protein
ALJHJBEP_04778	CDS			hypothetical protein
ALJHJBEP_04779	CDS			hypothetical protein
ALJHJBEP_04780	CDS			hypothetical protein
ALJHJBEP_04781	CDS			hypothetical protein
ALJHJBEP_04782	CDS			hypothetical protein
ALJHJBEP_04783	CDS			hypothetical protein
ALJHJBEP_04784	CDS	intS_4		Prophage integrase IntS
ALJHJBEP_04785	tRNA			tRNA-Gly(gcc)
ALJHJBEP_04786	CDS	orn	3.1.-.-	Oligoribonuclease
ALJHJBEP_04787	CDS	rsgA	3.6.1.-	Small ribosomal subunit biogenesis GTPase RsgA
ALJHJBEP_04788	CDS	psd	4.1.1.65	Phosphatidylserine decarboxylase proenzyme
ALJHJBEP_04789	CDS	mscM		Miniconductance mechanosensitive channel MscM
ALJHJBEP_04790	CDS	yjeM		Inner membrane transporter YjeM
ALJHJBEP_04791	CDS	epmA	6.3.1.-	Elongation factor P--(R)-beta-lysine ligase
ALJHJBEP_04792	CDS	frdA	1.3.5.4	Fumarate reductase flavoprotein subunit
ALJHJBEP_04793	CDS	frdB	1.3.5.1	Fumarate reductase iron-sulfur subunit
ALJHJBEP_04794	CDS	frdC		Fumarate reductase subunit C
ALJHJBEP_04795	CDS	frdD		Fumarate reductase subunit D
ALJHJBEP_04796	CDS	ampC	3.5.2.6	Beta-lactamase
ALJHJBEP_04797	CDS	blc		Outer membrane lipoprotein Blc
ALJHJBEP_04798	CDS	sugE		Quaternary ammonium compound-resistance protein SugE
ALJHJBEP_04799	CDS			hypothetical protein
ALJHJBEP_04800	CDS			hypothetical protein
ALJHJBEP_04801	CDS	efp		Elongation factor P
ALJHJBEP_04802	CDS	epmB	5.4.3.-	L-lysine 2,3-aminomutase
ALJHJBEP_04803	CDS			hypothetical protein
ALJHJBEP_04804	CDS			hypothetical protein
ALJHJBEP_04805	CDS	groL		60 kDa chaperonin
ALJHJBEP_04806	CDS	groS		10 kDa chaperonin
ALJHJBEP_04807	CDS	yjeH		L-methionine/branched-chain amino acid exporter YjeH
ALJHJBEP_04808	CDS			hypothetical protein
ALJHJBEP_04809	CDS	aspA	4.3.1.1	Aspartate ammonia-lyase
ALJHJBEP_04810	CDS	dcuA		Anaerobic C4-dicarboxylate transporter DcuA
ALJHJBEP_04811	CDS	cutA		Divalent-cation tolerance protein CutA
ALJHJBEP_04812	CDS	dsbD	1.8.1.8	Thiol:disulfide interchange protein DsbD
ALJHJBEP_04813	CDS			hypothetical protein
ALJHJBEP_04814	tRNA			tRNA-Phe(gaa)
ALJHJBEP_04815	CDS	cadC		Transcriptional activator CadC
ALJHJBEP_04816	CDS	cadB		putative cadaverine/lysine antiporter
ALJHJBEP_04817	CDS	cadA	4.1.1.18	Inducible lysine decarboxylase
ALJHJBEP_04818	CDS	dtpC		Dipeptide and tripeptide permease C
ALJHJBEP_04819	CDS	lysU	6.1.1.6	Lysine--tRNA ligase, heat inducible
ALJHJBEP_04820	CDS	ghoT_2		Toxin GhoT
ALJHJBEP_04821	CDS	ghoS	3.1.-.-	Endoribonuclease GhoS
ALJHJBEP_04822	CDS			hypothetical protein
ALJHJBEP_04823	CDS			hypothetical protein
ALJHJBEP_04824	CDS	dcuS	2.7.13.3	Sensor histidine kinase DcuS
ALJHJBEP_04825	CDS	dcuR		Transcriptional regulatory protein DcuR
ALJHJBEP_04826	CDS	dcuB		Anaerobic C4-dicarboxylate transporter DcuB
ALJHJBEP_04827	CDS	fumB	4.2.1.2	Fumarate hydratase class I, anaerobic
ALJHJBEP_04828	CDS	yjdF		Inner membrane protein YjdF
ALJHJBEP_04829	CDS	melB		Melibiose carrier protein
ALJHJBEP_04830	CDS	melA	3.2.1.22	Alpha-galactosidase
ALJHJBEP_04831	CDS	melR		Melibiose operon regulatory protein
ALJHJBEP_04832	CDS	adiA	4.1.1.19	Biodegradative arginine decarboxylase
ALJHJBEP_04833	CDS		2.3.2.27	putative E3 ubiquitin-protein ligase ipaH4.5
ALJHJBEP_04834	CDS			hypothetical protein
ALJHJBEP_04835	CDS			hypothetical protein
ALJHJBEP_04836	CDS	potB		Spermidine/putrescine transport system permease protein PotB
ALJHJBEP_04837	CDS	potA_3	3.6.3.31	Spermidine/putrescine import ATP-binding protein PotA
ALJHJBEP_04838	CDS	pepT	3.4.11.4	Peptidase T
ALJHJBEP_04839	CDS	roxA	1.14.11.47	50S ribosomal protein L16 3-hydroxylase
ALJHJBEP_04840	CDS	pptA	5.3.2.-	Tautomerase PptA
ALJHJBEP_04841	CDS	flr		Flavoredoxin
ALJHJBEP_04842	CDS			hypothetical protein
ALJHJBEP_04843	CDS	nhoA_1	2.3.1.118	N-hydroxyarylamine O-acetyltransferase
ALJHJBEP_04844	CDS	nhoA_2	2.3.1.118	N-hydroxyarylamine O-acetyltransferase
ALJHJBEP_04845	CDS	yddE	5.1.-.-	putative isomerase YddE
ALJHJBEP_04846	CDS	narV	1.7.99.4	Respiratory nitrate reductase 2 gamma chain
ALJHJBEP_04847	CDS	narW		putative nitrate reductase molybdenum cofactor assembly chaperone NarW
ALJHJBEP_04848	CDS	narY	1.7.99.4	Respiratory nitrate reductase 2 beta chain
ALJHJBEP_04849	CDS	narZ	1.7.99.4	Respiratory nitrate reductase 2 alpha chain
ALJHJBEP_04850	CDS	narU		Nitrate/nitrite transporter NarU
ALJHJBEP_04851	CDS	inlJ		Internalin-J
ALJHJBEP_04852	CDS			hypothetical protein
ALJHJBEP_04853	CDS		2.3.2.27	putative E3 ubiquitin-protein ligase ipaH7.8
ALJHJBEP_04854	CDS	ompD		Outer membrane porin protein OmpD
ALJHJBEP_04855	CDS	yddG		Aromatic amino acid exporter YddG
ALJHJBEP_04856	CDS	fdnG_1	1.1.5.6	Formate dehydrogenase, nitrate-inducible, major subunit
ALJHJBEP_04857	CDS	fdnG_2	1.1.5.6	Formate dehydrogenase, nitrate-inducible, major subunit
ALJHJBEP_04858	CDS	fdnH_1		Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
ALJHJBEP_04859	CDS	fdnI		Formate dehydrogenase, nitrate-inducible, cytochrome b556(Fdn) subunit
ALJHJBEP_04860	CDS	yddM		putative HTH-type transcriptional regulator YddM
ALJHJBEP_04861	CDS	adhP	1.1.1.1	Alcohol dehydrogenase, propanol-preferring
ALJHJBEP_04862	CDS	maeA	1.1.1.38	NAD-dependent malic enzyme
ALJHJBEP_04863	CDS	sra		Stationary-phase-induced ribosome-associated protein
ALJHJBEP_04864	CDS			hypothetical protein
ALJHJBEP_04865	CDS	osmC	1.11.1.15	Peroxiredoxin OsmC
ALJHJBEP_04866	CDS	ddpF		putative D,D-dipeptide transport ATP-binding protein DdpF
ALJHJBEP_04867	CDS	ddpD		putative D,D-dipeptide transport ATP-binding protein DdpD
ALJHJBEP_04868	CDS	ddpC		putative D,D-dipeptide transport system permease protein DdpC
ALJHJBEP_04869	CDS	ddpB		putative D,D-dipeptide transport system permease protein DdpB
ALJHJBEP_04870	CDS	ddpA		putative D,D-dipeptide-binding periplasmic protein DdpA
ALJHJBEP_04871	CDS	ddpX	3.4.13.22	D-alanyl-D-alanine dipeptidase
ALJHJBEP_04872	CDS	dosP_1	3.1.4.52	Oxygen sensor protein DosP
ALJHJBEP_04873	CDS	dosP_2	3.1.4.52	Oxygen sensor protein DosP
ALJHJBEP_04874	CDS	dosC	2.7.7.65	Diguanylate cyclase DosC
ALJHJBEP_04875	CDS			hypothetical protein
ALJHJBEP_04876	CDS	gadC		putative glutamate/gamma-aminobutyrate antiporter
ALJHJBEP_04877	tRNA			tRNA-Pro(tgg)
ALJHJBEP_04878	CDS	chuR_3	1.1.99.-	Anaerobic sulfatase-maturating enzyme
ALJHJBEP_04879	CDS	atsA	3.1.6.1	Arylsulfatase
ALJHJBEP_04880	tRNA			tRNA-Pro(tgg)
ALJHJBEP_04881	tRNA			tRNA-Ser(cag)
ALJHJBEP_04882	CDS			hypothetical protein
ALJHJBEP_04883	CDS			hypothetical protein
ALJHJBEP_04884	CDS			hypothetical protein
ALJHJBEP_04885	CDS			hypothetical protein
ALJHJBEP_04886	CDS			hypothetical protein
ALJHJBEP_04887	CDS			hypothetical protein
ALJHJBEP_04888	CDS	cydA	1.10.3.14	Cytochrome bd-I ubiquinol oxidase subunit 1
ALJHJBEP_04889	CDS	cydB	1.10.3.14	Cytochrome bd-I ubiquinol oxidase subunit 2
ALJHJBEP_04890	CDS	cydX	1.10.3.14	Cytochrome bd-I ubiquinol oxidase subunit X
ALJHJBEP_04891	CDS			hypothetical protein
ALJHJBEP_04892	CDS	ybgC	3.1.2.-	Acyl-CoA thioester hydrolase YbgC
ALJHJBEP_04893	CDS	exbB_1		Biopolymer transport protein ExbB
ALJHJBEP_04894	CDS	exbD_1		Biopolymer transport protein ExbD
ALJHJBEP_04895	CDS			hypothetical protein
ALJHJBEP_04896	CDS	dpp5_2	3.4.14.-	Dipeptidyl-peptidase 5
ALJHJBEP_04897	CDS	pal		Peptidoglycan-associated lipoprotein
ALJHJBEP_04898	CDS	cpoB		Cell division coordinator CpoB
ALJHJBEP_04899	tRNA			tRNA-Lys(ttt)
ALJHJBEP_04900	tRNA			tRNA-Val(tac)
ALJHJBEP_04901	tRNA			tRNA-Lys(ttt)
ALJHJBEP_04902	tRNA			tRNA-Val(tac)
ALJHJBEP_04903	tRNA			tRNA-Lys(ttt)
ALJHJBEP_04904	tRNA			tRNA-Lys(ttt)
ALJHJBEP_04905	CDS	nadA	2.5.1.72	Quinolinate synthase A
ALJHJBEP_04906	CDS	pnuC		Nicotinamide riboside transporter PnuC
ALJHJBEP_04907	CDS	zitB		Zinc transporter ZitB
ALJHJBEP_04908	CDS			hypothetical protein
ALJHJBEP_04909	CDS	aroG	2.5.1.54	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
ALJHJBEP_04910	CDS	gpmA	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
ALJHJBEP_04911	CDS	galM_3	5.1.3.3	Aldose 1-epimerase
ALJHJBEP_04912	CDS	galK	2.7.1.6	Galactokinase
ALJHJBEP_04913	CDS	galT	2.7.7.12	Galactose-1-phosphate uridylyltransferase
ALJHJBEP_04914	CDS	galE	5.1.3.2	UDP-glucose 4-epimerase
ALJHJBEP_04915	CDS	ylmA	3.6.3.-	putative ABC transporter ATP-binding protein YlmA
ALJHJBEP_04916	CDS	modE		Transcriptional regulator ModE
ALJHJBEP_04917	CDS	acrZ		Multidrug efflux pump accessory protein AcrZ
ALJHJBEP_04918	CDS	modA		Molybdate-binding periplasmic protein
ALJHJBEP_04919	CDS	modB		Molybdenum transport system permease protein ModB
ALJHJBEP_04920	CDS	cysA_2	3.6.3.25	Sulfate/thiosulfate import ATP-binding protein CysA
ALJHJBEP_04921	CDS	ybhA	3.1.3.74	Pyridoxal phosphate phosphatase YbhA
ALJHJBEP_04922	CDS	pgl	3.1.1.31	6-phosphogluconolactonase
ALJHJBEP_04923	CDS	oxyR_2		Hydrogen peroxide-inducible genes activator
ALJHJBEP_04924	CDS	galD	5.3.2.8	4-oxalomesaconate tautomerase
ALJHJBEP_04925	CDS	ybhI		Inner membrane protein YbhI
ALJHJBEP_04926	CDS	dmdA	4.2.1.85	2,3-dimethylmalate dehydratase large subunit
ALJHJBEP_04927	CDS	ybhC	3.1.2.-	Putative acyl-CoA thioester hydrolase YbhC
ALJHJBEP_04928	CDS			hypothetical protein
ALJHJBEP_04929	CDS			hypothetical protein
ALJHJBEP_04930	CDS			hypothetical protein
ALJHJBEP_04931	CDS			hypothetical protein
ALJHJBEP_04932	CDS			hypothetical protein
ALJHJBEP_04933	CDS			hypothetical protein
ALJHJBEP_04934	CDS			hypothetical protein
ALJHJBEP_04935	CDS			hypothetical protein
ALJHJBEP_04936	CDS			hypothetical protein
ALJHJBEP_04937	CDS			hypothetical protein
ALJHJBEP_04938	rRNA			5S ribosomal RNA
ALJHJBEP_04939	tRNA			tRNA-Thr(ggt)
ALJHJBEP_04940	rRNA			5S ribosomal RNA
ALJHJBEP_04941	CDS	glnQ_3		Glutamine transport ATP-binding protein GlnQ
ALJHJBEP_04942	CDS	yhdY_1		Inner membrane amino-acid ABC transporter permease protein YhdY
ALJHJBEP_04943	CDS	yhdY_2		Inner membrane amino-acid ABC transporter permease protein YhdY
ALJHJBEP_04944	CDS	glnM_2		putative glutamine ABC transporter permease protein GlnM
ALJHJBEP_04945	CDS	yhdW		Putative amino-acid ABC transporter-binding protein YhdW
ALJHJBEP_04946	CDS			hypothetical protein
ALJHJBEP_04947	CDS			hypothetical protein
ALJHJBEP_04948	CDS	acrF_1		Multidrug export protein AcrF
ALJHJBEP_04949	CDS	acrF_2		Multidrug export protein AcrF
ALJHJBEP_04950	CDS	acrE		Multidrug export protein AcrE
ALJHJBEP_04951	CDS	acrR_2		HTH-type transcriptional regulator AcrR
ALJHJBEP_04952	CDS			hypothetical protein
ALJHJBEP_04953	CDS	yhdJ_2	2.1.1.72	DNA adenine methyltransferase YhdJ
ALJHJBEP_04954	CDS	fis		DNA-binding protein Fis
ALJHJBEP_04955	CDS	dus	1.3.1.-	putative tRNA-dihydrouridine synthase
ALJHJBEP_04956	CDS	prmA	2.1.1.-	Ribosomal protein L11 methyltransferase
ALJHJBEP_04957	CDS	panF		Sodium/pantothenate symporter
ALJHJBEP_04958	CDS	yhdT		putative membrane protein YhdT
ALJHJBEP_04959	CDS	accC	6.3.4.14	Biotin carboxylase
ALJHJBEP_04960	CDS	accB		Biotin carboxyl carrier protein of acetyl-CoA carboxylase
ALJHJBEP_04961	CDS	acuI	1.3.1.84	putative acrylyl-CoA reductase AcuI
ALJHJBEP_04962	CDS	csrD		RNase E specificity factor CsrD
ALJHJBEP_04963	CDS	mreB		Rod shape-determining protein MreB
ALJHJBEP_04964	CDS	mreC		Cell shape-determining protein MreC
ALJHJBEP_04965	CDS	mreD		Rod shape-determining protein MreD
ALJHJBEP_04966	CDS	yhdE		Maf-like protein YhdE
ALJHJBEP_04967	CDS	rng	3.1.26.-	Ribonuclease G
ALJHJBEP_04968	CDS			hypothetical protein
ALJHJBEP_04969	CDS	tldD	3.4.-.-	Metalloprotease TldD
ALJHJBEP_04970	CDS	dmlR_4		HTH-type transcriptional regulator DmlR
ALJHJBEP_04971	CDS	aaeX		Protein AaeX
ALJHJBEP_04972	CDS	aaeA_2		p-hydroxybenzoic acid efflux pump subunit AaeA
ALJHJBEP_04973	CDS	aaeB_2		p-hydroxybenzoic acid efflux pump subunit AaeB
ALJHJBEP_04974	CDS			hypothetical protein
ALJHJBEP_04975	CDS	bhsA_5		Multiple stress resistance protein BhsA
ALJHJBEP_04976	CDS	argR		Arginine repressor
ALJHJBEP_04977	CDS	mdh_2	1.1.1.37	Malate dehydrogenase
ALJHJBEP_04978	CDS	degS	3.4.21.107	Serine endoprotease DegS
ALJHJBEP_04979	CDS	degQ	3.4.21.107	Periplasmic pH-dependent serine endoprotease DegQ
ALJHJBEP_04980	CDS	yhcB		Inner membrane protein YhcB
ALJHJBEP_04981	CDS	zapE		Cell division protein ZapE
ALJHJBEP_04982	CDS	rplM		50S ribosomal protein L13
ALJHJBEP_04983	CDS	rpsI		30S ribosomal protein S9
ALJHJBEP_04984	CDS	sspA		Stringent starvation protein A
ALJHJBEP_04985	CDS	sspB		Stringent starvation protein B
ALJHJBEP_04986	CDS	dcuD_2		Putative cryptic C4-dicarboxylate transporter DcuD
ALJHJBEP_04987	CDS	glcC		Glc operon transcriptional activator
ALJHJBEP_04988	CDS	nanA	4.1.3.3	N-acetylneuraminate lyase
ALJHJBEP_04989	CDS	nanT		Putative sialic acid transporter
ALJHJBEP_04990	CDS	nanE2	5.1.3.9	Putative N-acetylmannosamine-6-phosphate 2-epimerase 2
ALJHJBEP_04991	CDS	nanK	2.7.1.60	N-acetylmannosamine kinase
ALJHJBEP_04992	CDS	tabA_2		Toxin-antitoxin biofilm protein TabA
ALJHJBEP_04993	CDS			hypothetical protein
ALJHJBEP_04994	CDS	gltD_3	1.4.1.13	Glutamate synthase [NADPH] small chain
ALJHJBEP_04995	CDS	gltB	1.4.1.13	Glutamate synthase [NADPH] large chain
ALJHJBEP_04996	CDS	rimO_2	2.8.4.4	Ribosomal protein S12 methylthiotransferase RimO
ALJHJBEP_04997	CDS	arcB	2.7.13.3	Aerobic respiration control sensor protein ArcB
ALJHJBEP_04998	CDS	elbB	4.2.1.-	Glyoxalase ElbB
ALJHJBEP_04999	CDS	mtgA	2.4.1.129	Biosynthetic peptidoglycan transglycosylase
ALJHJBEP_05000	CDS			hypothetical protein
ALJHJBEP_05001	CDS	ptsO	2.7.11.-	Phosphocarrier protein NPr
ALJHJBEP_05002	CDS	rapZ		RNase adapter protein RapZ
ALJHJBEP_05003	CDS	ptsN	2.7.1.-	Nitrogen regulatory protein
ALJHJBEP_05004	CDS	hpf		Ribosome hibernation promoting factor
ALJHJBEP_05005	CDS	rpoN		RNA polymerase sigma-54 factor
ALJHJBEP_05006	CDS	lptB_2	3.6.3.-	Lipopolysaccharide export system ATP-binding protein LptB
ALJHJBEP_05007	CDS	lptA		Lipopolysaccharide export system protein LptA
ALJHJBEP_05008	CDS	lptC		Lipopolysaccharide export system protein LptC
ALJHJBEP_05009	CDS	kdsC	3.1.3.45	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
ALJHJBEP_05010	CDS	kdsD	5.3.1.13	Arabinose 5-phosphate isomerase KdsD
ALJHJBEP_05011	CDS	yrbG		Inner membrane protein YrbG
ALJHJBEP_05012	CDS	mlaF	3.6.3.-	putative phospholipid import ATP-binding protein MlaF
ALJHJBEP_05013	CDS	mlaE		putative phospholipid ABC transporter permease protein MlaE
ALJHJBEP_05014	CDS	mlaD		putative phospholipid ABC transporter-binding protein MlaD
ALJHJBEP_05015	CDS	mlaC		putative phospholipid-binding protein MlaC
ALJHJBEP_05016	CDS	mlaB		putative phospholipid ABC transporter-binding protein MlaB
ALJHJBEP_05017	CDS	ibaG		Acid stress protein IbaG
ALJHJBEP_05018	CDS	murA	2.5.1.7	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
ALJHJBEP_05019	CDS			hypothetical protein
ALJHJBEP_05020	CDS	ispB	2.5.1.90	Octaprenyl diphosphate synthase
ALJHJBEP_05021	CDS	rplU		50S ribosomal protein L21
ALJHJBEP_05022	CDS	rpmA		50S ribosomal protein L27
ALJHJBEP_05023	CDS	yhbE		putative inner membrane transporter YhbE
ALJHJBEP_05024	CDS	obgE	3.6.5.-	GTPase ObgE/CgtA
ALJHJBEP_05025	CDS	dacB	3.4.16.4	D-alanyl-D-alanine carboxypeptidase DacB
ALJHJBEP_05026	CDS	greA		Transcription elongation factor GreA
ALJHJBEP_05027	CDS	yhbY		RNA-binding protein YhbY
ALJHJBEP_05028	CDS	rlmE	2.1.1.166	Ribosomal RNA large subunit methyltransferase E
ALJHJBEP_05029	CDS	ftsH	3.4.24.-	ATP-dependent zinc metalloprotease FtsH
ALJHJBEP_05030	CDS	folP	2.5.1.15	Dihydropteroate synthase
ALJHJBEP_05031	CDS	glmM	5.4.2.10	Phosphoglucosamine mutase
ALJHJBEP_05032	CDS	secG		Protein-export membrane protein SecG
ALJHJBEP_05033	tRNA			tRNA-Leu(gag)
ALJHJBEP_05034	CDS	yhbX	2.7.-.-	Putative phosphoethanolamine transferase YhbX
ALJHJBEP_05035	CDS	argG	6.3.4.5	Argininosuccinate synthase
ALJHJBEP_05036	tRNA			tRNA-Met(cat)
ALJHJBEP_05037	CDS	rimP		Ribosome maturation factor RimP
ALJHJBEP_05038	CDS	nusA		Transcription termination/antitermination protein NusA
ALJHJBEP_05039	CDS	infB		Translation initiation factor IF-2
ALJHJBEP_05040	CDS	rbfA		30S ribosome-binding factor
ALJHJBEP_05041	CDS	truB	5.4.99.25	tRNA pseudouridine synthase B
ALJHJBEP_05042	CDS	rpsO		30S ribosomal protein S15
ALJHJBEP_05043	CDS	pnp	2.7.7.8	Polyribonucleotide nucleotidyltransferase
ALJHJBEP_05044	CDS	nlpI		Lipoprotein NlpI
ALJHJBEP_05045	CDS	deaD	3.6.4.13	ATP-dependent RNA helicase DeaD
ALJHJBEP_05046	CDS	mtr		Tryptophan-specific transport protein
ALJHJBEP_05047	CDS	limB	1.14.13.107	Limonene 1,2-monooxygenase
ALJHJBEP_05048	CDS			hypothetical protein
ALJHJBEP_05049	CDS	yhbU	3.4.-.-	putative protease YhbU
ALJHJBEP_05050	CDS			hypothetical protein
ALJHJBEP_05051	CDS			hypothetical protein
ALJHJBEP_05052	CDS			hypothetical protein
ALJHJBEP_05053	CDS			hypothetical protein
ALJHJBEP_05054	CDS	yfkM	3.2.-.-	General stress protein 18
ALJHJBEP_05055	CDS			hypothetical protein
ALJHJBEP_05056	CDS			Putative two-component membrane permease complex subunit SMU_747c
ALJHJBEP_05057	CDS	osmY_2		Osmotically-inducible protein Y
ALJHJBEP_05058	CDS	diaA		DnaA initiator-associating protein DiaA
ALJHJBEP_05059	CDS			hypothetical protein
ALJHJBEP_05060	CDS	lpoA		Penicillin-binding protein activator LpoA
ALJHJBEP_05061	CDS	rsmI	2.1.1.198	Ribosomal RNA small subunit methyltransferase I
ALJHJBEP_05062	CDS	yraK		putative fimbrial-like protein YraK
ALJHJBEP_05063	CDS	yraJ		Outer membrane usher protein YraJ
ALJHJBEP_05064	CDS	yraI_2		putative fimbrial chaperone YraI
ALJHJBEP_05065	CDS	yraH		putative fimbrial-like protein YraH
ALJHJBEP_05066	CDS	nagB_2	3.5.99.6	Glucosamine-6-phosphate deaminase 1
ALJHJBEP_05067	CDS	nagB_3	3.5.99.6	Glucosamine-6-phosphate deaminase
ALJHJBEP_05068	CDS	manZ_2		PTS system mannose-specific EIID component
ALJHJBEP_05069	CDS	agaC_1		N-acetylgalactosamine permease IIC component 1
ALJHJBEP_05070	CDS	sorB_2	2.7.1.206	PTS system sorbose-specific EIIB component
ALJHJBEP_05071	CDS	kbaY_2	4.1.2.40	D-tagatose-1,6-bisphosphate aldolase subunit KbaY
ALJHJBEP_05072	CDS	agaS	5.3.1.-	Putative tagatose-6-phosphate ketose/aldose isomerase
ALJHJBEP_05073	CDS	nagA_2	3.5.1.25	N-acetylglucosamine-6-phosphate deacetylase
ALJHJBEP_05074	CDS	manX_3	2.7.1.191	PTS system mannose-specific EIIAB component
ALJHJBEP_05075	CDS	manZ_3		PTS system mannose-specific EIID component
ALJHJBEP_05076	CDS	agaC_2		N-acetylgalactosamine permease IIC component 1
ALJHJBEP_05077	CDS	levE	2.7.1.202	PTS system fructose-specific EIIB component
ALJHJBEP_05078	CDS	kbaZ		D-tagatose-1,6-bisphosphate aldolase subunit KbaZ
ALJHJBEP_05079	CDS	srlR_4		Glucitol operon repressor
ALJHJBEP_05080	CDS	yhaV	3.1.-.-	Toxin YhaV
ALJHJBEP_05081	CDS	prlF		Antitoxin PrlF
ALJHJBEP_05082	CDS	garD	4.2.1.42	Galactarate dehydratase (L-threo-forming)
ALJHJBEP_05083	CDS	garP_2		putative galactarate transporter
ALJHJBEP_05084	CDS	garL	4.1.2.20	5-keto-4-deoxy-D-glucarate aldolase
ALJHJBEP_05085	CDS	garR	1.1.1.60	2-hydroxy-3-oxopropionate reductase
ALJHJBEP_05086	CDS	garK	2.7.1.165	Glycerate 2-kinase
ALJHJBEP_05087	CDS			hypothetical protein
ALJHJBEP_05088	CDS			hypothetical protein
ALJHJBEP_05089	CDS			hypothetical protein
ALJHJBEP_05090	CDS	tsaR_2		HTH-type transcriptional regulator TsaR
ALJHJBEP_05091	CDS	tdcB	4.3.1.19	L-threonine dehydratase catabolic TdcB
ALJHJBEP_05092	CDS	tdcC		Threonine/serine transporter TdcC
ALJHJBEP_05093	CDS	tdcD	2.7.2.15	Propionate kinase
ALJHJBEP_05094	CDS	tdcE	2.3.1.-	PFL-like enzyme TdcE
ALJHJBEP_05095	CDS	tdcF	3.5.4.-	Putative reactive intermediate deaminase TdcF
ALJHJBEP_05096	CDS	tdcG	4.3.1.17	L-serine dehydratase TdcG
ALJHJBEP_05097	CDS	dlsT		Serine transporter
ALJHJBEP_05098	CDS			hypothetical protein
ALJHJBEP_05099	CDS			hypothetical protein
ALJHJBEP_05100	CDS	yhaK		Pirin-like protein YhaK
ALJHJBEP_05101	CDS	yhaJ_2		HTH-type transcriptional regulator YhaJ
ALJHJBEP_05102	CDS	yhaI		Inner membrane protein YhaI
ALJHJBEP_05103	CDS	yhaH		Inner membrane protein YhaH
ALJHJBEP_05104	CDS	yqjG	1.8.-.-	Glutathionyl-hydroquinone reductase YqjG
ALJHJBEP_05105	CDS	yqjF		Inner membrane protein YqjF
ALJHJBEP_05106	CDS			hypothetical protein
ALJHJBEP_05107	CDS	yqjE		Inner membrane protein YqjE
ALJHJBEP_05108	CDS			hypothetical protein
ALJHJBEP_05109	CDS			hypothetical protein
ALJHJBEP_05110	CDS	mzrA_2		Modulator protein MzrA
ALJHJBEP_05111	CDS	yqjA		Inner membrane protein YqjA
ALJHJBEP_05112	CDS	lldR_2		Putative L-lactate dehydrogenase operon regulatory protein
ALJHJBEP_05113	CDS	exuT		Hexuronate transporter
ALJHJBEP_05114	CDS	uxaC	5.3.1.12	Uronate isomerase
ALJHJBEP_05115	CDS	uxaA	4.2.1.7	Altronate dehydratase
ALJHJBEP_05116	CDS	ygjV		Inner membrane protein YgjV
ALJHJBEP_05117	CDS	sstT		Serine/threonine transporter SstT
ALJHJBEP_05118	CDS	alx_2		Inner membrane protein alx
ALJHJBEP_05119	CDS	afr_2	1.1.1.292	1,5-anhydro-D-fructose reductase
ALJHJBEP_05120	CDS			hypothetical protein
ALJHJBEP_05121	CDS			hypothetical protein
ALJHJBEP_05122	CDS	rlmG	2.1.1.174	Ribosomal RNA large subunit methyltransferase G
ALJHJBEP_05123	CDS	higB	3.1.-.-	mRNA interferase HigB
ALJHJBEP_05124	CDS	higA		Antitoxin HigA
ALJHJBEP_05125	CDS	fadH	1.3.1.34	2,4-dienoyl-CoA reductase [NADPH]
ALJHJBEP_05126	CDS	ygjK	3.2.1.-	Glucosidase YgjK
ALJHJBEP_05127	CDS			hypothetical protein
ALJHJBEP_05128	CDS	ygjI		Inner membrane transporter YgjI
ALJHJBEP_05129	CDS	ebgC		Evolved beta-galactosidase subunit beta
ALJHJBEP_05130	CDS	ebgA	3.2.1.23	Evolved beta-galactosidase subunit alpha
ALJHJBEP_05131	CDS	lacR		HTH-type transcriptional regulator LacR
ALJHJBEP_05132	CDS	ygjH		tRNA-binding protein YgjH
ALJHJBEP_05133	CDS	patA	2.6.1.82	Putrescine aminotransferase
ALJHJBEP_05134	CDS	aer		Aerotaxis receptor
ALJHJBEP_05135	CDS	yqjI		Transcriptional regulator YqjI
ALJHJBEP_05136	CDS	yqjH	1.16.1.9	NADPH-dependent ferric-chelate reductase
ALJHJBEP_05137	tRNA			tRNA-Met(cat)
ALJHJBEP_05138	CDS	mug	3.2.2.28	G/U mismatch-specific DNA glycosylase
ALJHJBEP_05139	CDS	rpoD		RNA polymerase sigma factor RpoD
ALJHJBEP_05140	CDS	dnaG	2.7.7.-	DNA primase
ALJHJBEP_05141	CDS	rpsU		30S ribosomal protein S21
ALJHJBEP_05142	CDS	tsaD	2.3.1.234	tRNA N6-adenosine threonylcarbamoyltransferase
ALJHJBEP_05143	CDS	ttdT		L-tartrate/succinate antiporter
ALJHJBEP_05144	CDS	ttdB	4.2.1.32	L(+)-tartrate dehydratase subunit beta
ALJHJBEP_05145	CDS	ttdA	4.2.1.32	L(+)-tartrate dehydratase subunit alpha
